inx,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15
0.8,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.0,2.3,2.3
0.9,1.3,1.3370967741935484,1.3741935483870968,1.4112903225806452,1.4483870967741936,1.485483870967742,1.5225806451612904,1.5596774193548388,1.5967741935483872,1.6338709677419356,1.670967741935484,1.7080645161290324,1.7451612903225806,1.782258064516129,1.8193548387096774,1.8564516129032258,1.8935483870967742,1.9306451612903226,1.967741935483871,2.0048387096774194,2.041935483870968,2.079032258064516,2.1161290322580646,2.153225806451613,2.1903225806451614,2.22741935483871,2.264516129032258,2.3016129032258066,2.338709677419355,2.3758064516129034,2.412903225806452,2.45
1.0,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.6,2.6
1.1,1.4,1.4438709677419355,1.487741935483871,1.5316129032258063,1.575483870967742,1.6193548387096774,1.6632258064516128,1.7070967741935483,1.7509677419354839,1.7948387096774194,1.838709677419355,1.8825806451612903,1.9264516129032259,1.9703225806451614,2.0141935483870967,2.0580645161290323,2.101935483870968,2.1458064516129034,2.189677419354839,2.233548387096774,2.2774193548387096,2.321290322580645,2.3651612903225807,2.4090322580645163,2.452903225806452,2.4967741935483874,2.540645161290323,2.5845161290322585,2.628387096774194,2.6722580645161296,2.7161290322580647,2.7600000000000002
1.2,1.4,1.449032258064516,1.4980645161290322,1.5470967741935482,1.5961290322580644,1.6451612903225805,1.6941935483870967,1.7432258064516128,1.792258064516129,1.8412903225806452,1.8903225806451611,1.9393548387096775,1.9883870967741935,2.0374193548387094,2.086451612903226,2.1354838709677417,2.184516129032258,2.233548387096774,2.28258064516129,2.3316129032258064,2.3806451612903228,2.4296774193548387,2.4787096774193547,2.5277419354838706,2.576774193548387,2.6258064516129034,2.6748387096774193,2.7238709677419353,2.7729032258064517,2.8219354838709676,2.870967741935484,2.92
1.3,1.5,1.550967741935484,1.6019354838709678,1.6529032258064515,1.7038709677419355,1.7548387096774194,1.8058064516129033,1.8567741935483872,1.907741935483871,1.9587096774193549,2.009677419354839,2.0606451612903225,2.1116129032258066,2.1625806451612903,2.2135483870967745,2.264516129032258,2.315483870967742,2.366451612903226,2.4174193548387097,2.468387096774194,2.5193548387096776,2.5703225806451613,2.621290322580645,2.672258064516129,2.7232258064516133,2.774193548387097,2.8251612903225807,2.8761290322580644,2.9270967741935485,2.9780645161290327,3.0290322580645164,3.08
1.4,1.5,1.5561290322580645,1.612258064516129,1.6683870967741936,1.7245161290322581,1.7806451612903227,1.8367741935483872,1.8929032258064518,1.9490322580645163,2.005161290322581,2.0612903225806454,2.11741935483871,2.1735483870967744,2.2296774193548385,2.2858064516129035,2.3419354838709676,2.3980645161290326,2.4541935483870967,2.5103225806451617,2.5664516129032258,2.6225806451612907,2.678709677419355,2.73483870967742,2.790967741935484,2.8470967741935485,2.903225806451613,2.9593548387096775,3.015483870967742,3.0716129032258066,3.127741935483871,3.1838709677419357,3.24
1.5,1.6,1.6,1.7,1.7,1.8,1.8,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.5,2.5,2.6,2.6,2.7,2.7,2.8,2.8,3.0,3.0,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.4
1.6,1.7,1.7606451612903224,1.8212903225806452,1.8819354838709677,1.9425806451612904,2.0032258064516126,2.0638709677419356,2.124516129032258,2.1851612903225806,2.245806451612903,2.306451612903226,2.3670967741935485,2.427741935483871,2.4883870967741935,2.549032258064516,2.6096774193548384,2.6703225806451614,2.730967741935484,2.7916129032258064,2.8522580645161293,2.912903225806452,2.9735483870967743,3.0341935483870968,3.0948387096774193,3.1554838709677417,3.2161290322580642,3.276774193548387,3.3374193548387097,3.398064516129032,3.458709677419355,3.5193548387096776,3.58
1.7,1.7,1.7664516129032257,1.8329032258064515,1.8993548387096773,1.9658064516129032,2.032258064516129,2.0987096774193548,2.1651612903225805,2.2316129032258063,2.298064516129032,2.364516129032258,2.4309677419354836,2.4974193548387094,2.563870967741935,2.630322580645161,2.6967741935483867,2.7632258064516124,2.829677419354838,2.896129032258064,2.9625806451612897,3.0290322580645155,3.0954838709677417,3.1619354838709675,3.228387096774193,3.294838709677419,3.3612903225806448,3.4277419354838705,3.4941935483870963,3.5606451612903225,3.6270967741935483,3.693548387096774,3.76
1.8,1.7,1.772258064516129,1.844516129032258,1.916774193548387,1.9890322580645161,2.0612903225806454,2.1335483870967744,2.2058064516129035,2.2780645161290325,2.3503225806451615,2.4225806451612906,2.4948387096774196,2.5670967741935486,2.6393548387096777,2.7116129032258067,2.7838709677419358,2.856129032258065,2.928387096774194,3.000645161290323,3.072903225806452,3.145161290322581,3.21741935483871,3.289677419354839,3.361935483870968,3.434193548387097,3.506451612903226,3.578709677419355,3.6509677419354842,3.7232258064516133,3.7954838709677423,3.8677419354838714,3.94
1.9,1.7,1.7780645161290323,1.8561290322580644,1.9341935483870967,2.012258064516129,2.0903225806451613,2.1683870967741936,2.2464516129032255,2.324516129032258,2.40258064516129,2.4806451612903224,2.5587096774193547,2.636774193548387,2.7148387096774194,2.7929032258064517,2.870967741935484,2.9490322580645163,3.0270967741935486,3.105161290322581,3.183225806451613,3.261290322580645,3.3393548387096774,3.4174193548387093,3.4954838709677416,3.573548387096774,3.6516129032258062,3.7296774193548385,3.807741935483871,3.885806451612903,3.9638709677419355,4.041935483870968,4.12
2.0,1.8,1.8,2.0,2.0,2.1,2.1,2.3,2.3,2.5,2.5,2.6,2.6,2.6,2.6,3.0,3.0,3.1,3.1,3.3,3.3,3.5,3.5,3.6,3.6,3.8,3.9,4.0,4.05,4.1,4.199999999999999,4.3,4.3
2.1,1.9,1.9829032258064516,2.0658064516129033,2.1487096774193546,2.2316129032258063,2.314516129032258,2.3974193548387097,2.4803225806451614,2.5632258064516127,2.6461290322580644,2.729032258064516,2.8119354838709674,2.894838709677419,2.977741935483871,3.0606451612903225,3.143548387096774,3.226451612903226,3.3093548387096776,3.392258064516129,3.4751612903225806,3.558064516129032,3.6409677419354836,3.7238709677419353,3.806774193548387,3.8896774193548387,3.9725806451612904,4.055483870967741,4.138387096774194,4.221290322580645,4.304193548387097,4.387096774193548,4.47
2.2,1.9,1.9883870967741935,2.076774193548387,2.1651612903225805,2.253548387096774,2.3419354838709676,2.430322580645161,2.5187096774193547,2.6070967741935482,2.695483870967742,2.7838709677419353,2.872258064516129,2.9606451612903224,3.049032258064516,3.1374193548387095,3.225806451612903,3.3141935483870966,3.40258064516129,3.4909677419354836,3.579354838709677,3.6677419354838707,3.7561290322580643,3.844516129032258,3.9329032258064514,4.021290322580645,4.109677419354838,4.1980645161290315,4.2864516129032255,4.3748387096774195,4.463225806451613,4.551612903225806,4.64
2.3,2.0,2.0906451612903227,2.181290322580645,2.2719354838709678,2.36258064516129,2.453225806451613,2.5438709677419356,2.6345161290322583,2.7251612903225806,2.815806451612903,2.9064516129032256,2.9970967741935484,3.087741935483871,3.1783870967741934,3.269032258064516,3.3596774193548384,3.450322580645161,3.540967741935484,3.631612903225806,3.722258064516129,3.8129032258064512,3.903548387096774,3.9941935483870967,4.084838709677419,4.175483870967742,4.266129032258064,4.356774193548387,4.4474193548387095,4.538064516129032,4.628709677419355,4.719354838709677,4.81
2.4,2.0,2.0961290322580646,2.192258064516129,2.2883870967741933,2.384516129032258,2.4806451612903224,2.576774193548387,2.6729032258064516,2.769032258064516,2.8651612903225807,2.961290322580645,3.05741935483871,3.153548387096774,3.2496774193548386,3.345806451612903,3.4419354838709673,3.5380645161290323,3.6341935483870964,3.730322580645161,3.8264516129032256,3.92258064516129,4.018709677419355,4.11483870967742,4.210967741935484,4.307096774193548,4.403225806451612,4.499354838709677,4.595483870967742,4.691612903225806,4.78774193548387,4.8838709677419345,4.9799999999999995
2.5,2.0,2.1016129032258064,2.203225806451613,2.304838709677419,2.4064516129032256,2.508064516129032,2.609677419354839,2.7112903225806453,2.8129032258064517,2.914516129032258,3.0161290322580645,3.1177419354838714,3.2193548387096778,3.320967741935484,3.4225806451612906,3.524193548387097,3.6258064516129034,3.72741935483871,3.829032258064516,3.9306451612903226,4.032258064516129,4.133870967741936,4.235483870967743,4.337096774193549,4.4387096774193555,4.540322580645162,4.641935483870968,4.743548387096775,4.845161290322581,4.9467741935483875,5.048387096774194,5.15
