,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2858.8653478474157,2799.571838082232,2754.991856379523,2657.1180546532123,2622.0198088065654,2570.3588867821945,2533.240007424987,2487.524137839594,2422.3227668686436,2366.96354861378,2325.4156667241214,2273.322244467721,2229.8531310908093,2191.039142944271
1,3686.989689874172,3619.336943291656,3563.2060407578792,3446.1550867795436,3399.0663873456992,3339.645345460812,3291.3352859283223,3236.907200912213,3167.970477718407,3106.9284390289167,3056.453308760159,2998.409289190013,2947.3531642380763,2900.612709987933
2,4515.114031900929,4439.10204850108,4371.420225136236,4235.192118905875,4176.112965884833,4108.93180413943,4049.4305644316573,3986.2902639848317,3913.6181885681704,3846.8933294440535,3787.4909507961966,3723.4963339123055,3664.8531973853433,3610.186277031595
3,5343.238373927686,5258.867153710506,5179.634409514591,5024.229151032206,4953.1595444239665,4878.218262818047,4807.525842934992,4735.673327057451,4659.265899417934,4586.85821985919,4518.528592832235,4448.5833786345975,4382.35323053261,4319.759844075257
4,6171.362715954442,6078.63225891993,5987.848593892948,5813.266183158537,5730.206122963101,5647.504721496665,5565.621121438327,5485.05639013007,5404.913610267697,5326.823110274327,5249.566234868273,5173.67042335689,5099.853263679877,5029.333411118919
5,6999.487057981199,6898.397364129354,6796.062778271304,6602.303215284868,6507.252701502235,6416.791180175283,6323.716399941662,6234.439453202689,6150.5613211174605,6066.788000689463,5980.60387690431,5898.757468079182,5817.353296827145,5738.90697816258
